date,sales,cost_of_sales,quantity_sold,price_per_unit,cost_per_unit,gross_profit,gross_profit_pct,gross_profit_pct_per_unit,year,month,week_of_year,day_of_week,is_weekend,price_rolling_avg,qty_rolling_avg,price_drop_pct,qty_spike_pct,promo_candidate
2013-12-30,223937.96786972653,230079.62101244804,6827,32.801811611209395,33.701423906906115,-6141.653142721509,-0.0274256893600747,-0.02742568936007469,2013,12,1,Monday,false,null,null,null,null,false
2013-12-31,300345.48456398566,306986.1204842832,9268,32.40672038886336,33.12323268065205,-6640.635920297529,-0.02210999086581176,-0.022109990865811894,2013,12,1,Tuesday,false,32.801811611209395,6827.0,-0.012044798836995246,0.3575509008349202,false
2014-01-01,86782.4677274178,87986.31821444989,2678,32.40570116781844,32.85523458343909,-1203.8504870320903,-0.01387204718369341,-0.01387204718369352,2014,1,1,Wednesday,false,32.604266000036375,8047.5,-0.006090148823399718,-0.6672258465361913,false
2014-01-02,200173.11675267716,202881.17770623261,6175,32.41669906925946,32.855251450402044,-2708.060953555454,-0.01352859463591899,-0.01352859463591905,2014,1,1,Thursday,false,32.5380777226304,6257.666666666667,-0.003730357226558596,-0.013210461833484307,false
2014-01-03,326906.07417633064,333806.2918733548,10084,32.41829375013196,33.10256761933309,-6900.217697024171,-0.021107646024656753,-0.021107646024656767,2014,1,1,Friday,false,32.507733059287666,6237.0,-0.0027513240924117396,0.6168029501362835,false
2014-01-04,307043.9354221619,313652.34827236354,9470,32.42280205091467,33.120628117461834,-6608.412850201654,-0.0215226945978125,-0.0215226945978125,2014,1,1,Saturday,true,32.489845197456525,7006.4,-0.002063510802664718,0.3516213747430921,false
2014-01-05,179188.88448780973,183083.28498402698,5524,32.43824845905317,33.1432449283177,-3894.4004962172476,-0.02173349372283293,-0.02173349372283299,2014,1,1,Sunday,true,32.47867133969955,7417.0,-0.0012445977307258878,-0.2552244842928408,false
2014-01-06,306351.9508589919,313446.068148843,9448,32.42505830429635,33.17591745859897,-7094.117289851129,-0.023156755718250408,-0.023156755718250398,2014,1,2,Monday,false,32.472896642464356,7146.571428571428,-0.0014731774222275127,0.32203254307759965,false
2014-01-07,224020.40996847834,229533.97372837967,6911,32.41504991585564,33.21284527975397,-5513.563759901328,-0.024611881393651298,-0.024611881393651464,2014,1,2,Tuesday,false,32.46691685019335,7434.25,-0.0015975318684256572,-0.07038369707771464,false
2014-01-08,101836.4022362371,99381.96751722493,2990,34.05899740342378,33.23811622649663,2454.434719012177,0.024101742256353982,0.024101742256354055,2014,1,2,Wednesday,false,32.461153857489165,7376.111111111111,0.049223251673352786,-0.5946373427732169,false
2014-01-09,107804.30494723172,104816.45851255264,3159,34.126085769937234,33.180265436072375,2987.846434679086,0.0277154649449443,0.027715464944944326,2014,1,2,Thursday,false,32.62093821208263,6937.5,0.04614053550725611,-0.5446486486486487,false
2014-01-10,144829.95672393017,141333.99628349254,4246,34.109740161076346,33.28638631264544,3495.9604404376296,0.024138379376177733,0.024138379376177688,2014,1,2,Friday,false,32.757769808251226,6594.0,0.041271745932001065,-0.35608128601759176,false
2014-01-11,146571.48235324016,143179.66998839285,4297,34.1101890512544,33.3208447727235,3391.812364847312,0.02314101154188355,0.023141011541883458,2014,1,2,Saturday,true,32.87043400431998,6398.333333333333,0.037716418553265386,-0.3284188590778848,false
2014-01-12,95422.3729783171,93126.14723834406,2796,34.12817345433373,33.30691961314165,2296.2257399730443,0.024063808814467624,0.024063808814467586,2014,1,2,Sunday,true,32.965799777161095,6236.692307692308,0.035259987169427964,-0.5516854348335533,false
2014-01-13,114883.17379115624,112186.30866305273,3369,34.10008126778161,33.29958701782509,2696.8651281035127,0.023474848745092022,0.0234748487450921,2014,1,3,Monday,false,33.04882646838771,5990.928571428572,0.03180914155603867,-0.43764978002456095,false
2014-01-14,80090.80007989271,78096.76018225115,2348,34.110221499102515,33.260971116802025,1994.03989764156,0.024897240327883503,0.02489724032788337,2014,1,3,Tuesday,false,33.14156001528573,5743.928571428572,0.029227999025091673,-0.591220543430952,false
2014-01-15,98945.37115907783,97159.00258686997,2903,34.083834364132905,33.468481772948664,1786.3685722078517,0.018054089355386282,0.018054089355386275,2014,1,3,Wednesday,false,33.26323866601709,5249.642857142857,0.02466974747573713,-0.4470100006803184,false
2014-01-16,84904.90171410782,83350.43315882455,2491,34.084665481376085,33.46063153706325,1554.468555283267,0.018308348798488465,0.018308348798488517,2014,1,3,Thursday,false,33.3831053228967,5265.714285714285,0.021015425368418456,-0.5269397721106891,false
2014-01-17,135460.61970398517,132703.33541977167,3968,34.13826101410917,33.4433809021602,2757.2842842134996,0.02035487723471844,0.020354877234718495,2014,1,3,Friday,false,33.50224578090502,5002.571428571428,0.018984256678298624,-0.2068079273516477,false
2014-01-18,149925.74968577514,146928.41178089235,4393,34.12832908849878,33.44603045319653,2997.337904882792,0.01999214885478193,0.019992148854781965,2014,1,3,Saturday,true,33.62510058547482,4565.714285714285,0.014965858666943107,-0.0378285356695869,false
2014-01-19,74297.30718418294,72782.28432140293,2176,34.14398308096642,33.44774095652708,1515.0228627800097,0.020391356298072417,0.020391356298072455,2014,1,3,Sunday,true,33.746923945302264,4203.071428571428,0.01176578749244582,-0.48228336420644763,false
2014-01-20,83356.4245612027,81789.13612235275,2443,34.12051762636214,33.47897508078295,1567.2884388499515,0.018802251261379414,0.01880225126137938,2014,1,4,Monday,false,33.86876213258178,3963.9285714285716,0.007433265284241644,-0.38369222452473195,false
2014-01-21,89922.01428617258,88388.91606915972,2638,34.087192678609775,33.50603338482173,1533.0982170128555,0.017049197898679657,0.017049197898679813,2014,1,4,Tuesday,false,33.98986636987219,3463.5714285714284,0.0028633919203593355,-0.23835842441740562,false
